"","school_no","school_name","year","unpaid","pct_free_reduced","adm","cep","grade","urban_centric_locale","pct_amin","pct_asian","pct_hispanic","pct_black","pct_haw_pac","pct_white","pct_multi","debt_per_student","grade_clean","cep_long","pct_minority","ts"
"1","304","Bethesda","2010-11",3076.28,0.863319386331939,717,"0","K-5","City",0.0013869625520111,0.0208044382801664,0.325936199722608,0.550624133148405,0,0.0693481276005548,0.0319001386962552,4.29048814504881,"Elementary","1",0.876560332871013,2010
"2","306","Brogden","2010-11",3068.58,0.62797619047619,672,"0","6-8","City",0.00295420974889217,0.0103397341211226,0.206794682422452,0.494830132939439,0,0.252584933530281,0.0324963072378139,4.56633928571429,"Middle","0",0.701624815361891,2010
"3","308","Burton","2010-11",2155.15,0.847457627118644,354,"0","K-5","City",0.00279329608938547,0.00558659217877095,0.463687150837989,0.483240223463687,0,0.0279329608938547,0.0167597765363128,6.08799435028249,"Elementary","1",0.946927374301676,2010
"4","309","Early College","2010-11",353.59,0.486803519061584,341,"0","9-12","City",0,0.0261627906976744,0.127906976744186,0.779069767441861,0.00290697674418605,0.0377906976744186,0.0261627906976744,1.03692082111437,"High","0",0.906976744186047,2010
"5","310","Eastway","2010-11",3310.58,1,508,"0","K-5","City",0.00198019801980198,0,0.437623762376238,0.514851485148515,0,0.0198019801980198,0.0257425742574257,6.51688976377953,"Elementary","1",0.952475247524752,2010
"6","312","Jordan","2010-11",4443.74,0.305385896724042,1801,"0","9-12","City",0.00492341356673961,0.0437636761487965,0.164113785557987,0.355032822757112,0.00164113785557987,0.393873085339168,0.0366520787746171,2.46737368128817,"High","0",0.519146608315099,2010
"7","313","Easley","2010-11",996.44,0.219155844155844,616,"0","K-5","City",0,0.0411861614497529,0.0790774299835255,0.191103789126853,0,0.678747940691928,0.00988467874794069,1.6175974025974,"Elementary","0",0.270181219110379,2010
"8","314","School for Creative Studies","2010-11",11900.86,0.887218045112782,532,"0","6-8","Rural",0.00403225806451613,0.00806451612903226,0.280241935483871,0.616935483870968,0,0.0806451612903226,0.0100806451612903,22.370037593985,"Middle","0",0.897177419354839,2010
"9","315","Eno Valley","2010-11",1294.83,0.80370942812983,647,"0","K-5","City",0.00748502994011976,0.0359281437125748,0.109281437125749,0.714071856287425,0.0029940119760479,0.101796407185629,0.0284431137724551,2.0012828438949,"Elementary","1",0.823353293413174,2010
"10","316","Carrington","2010-11",6542.21,0.526936026936027,1188,"0","6-8","City",0.0050761421319797,0.0245346869712352,0.171742808798646,0.484771573604061,0.00169204737732657,0.285109983079526,0.027072758037225,5.50691077441077,"Middle","0",0.656514382402707,2010
"11","317","City of Medicine","2010-11",394.44,0.534883720930233,215,"0","9-12","City",0.0136986301369863,0.045662100456621,0.100456621004566,0.757990867579909,0,0.0593607305936073,0.0228310502283105,1.83460465116279,"High","0",0.858447488584475,2010
"12","318","Club","2010-11",823.53,0.62671905697446,509,"0","K-5","City",0.00392156862745098,0,0.32156862745098,0.335294117647059,0.00196078431372549,0.286274509803922,0.0509803921568627,1.61793713163065,"Elementary","0",0.656862745098039,2010
"13","319","Creekside","2010-11",1769.99,0.430875576036866,868,"0","K-5","Suburb",0.00932400932400932,0.0710955710955711,0.243589743589744,0.242424242424242,0,0.400932400932401,0.0326340326340326,2.03915898617512,"Elementary","0",0.486013986013986,2010
"14","320","Glenn","2010-11",4991.93,0.93140243902439,656,"0","K-5","Suburb",0,0.00763358778625954,0.404580152671756,0.538931297709924,0,0.0198473282442748,0.0290076335877863,7.6096493902439,"Elementary","1",0.943511450381679,2010
"15","322","Performance Learning Center","2010-11",1252.15,0.771084337349398,166,"0","9-12","City",0,0.0117647058823529,0.0823529411764706,0.817647058823529,0,0.0647058823529412,0.0235294117647059,7.54307228915663,"High","0",0.9,2010
"16","323","Durham School of the Arts","2010-11",4656.79,0.401580459770115,1392,"0","6-12","City",0.0028328611898017,0.0290368271954674,0.155099150141643,0.422804532577904,0,0.346317280453258,0.0439093484419263,3.34539511494253,"High","0",0.577903682719547,2010
"17","324","Hillandale","2010-11",5865.22,0.591482649842271,634,"0","K-5","City",0.00473186119873817,0.0362776025236593,0.198738170347003,0.364353312302839,0.00630914826498423,0.348580441640379,0.0410094637223975,9.2511356466877,"Elementary","0",0.563091482649842,2010
"18","325","Hillside","2010-11",14934.24,0.651778329197684,1209,"0","9-12","City",0.000799360511590727,0.00799360511590727,0.117505995203837,0.826538768984812,0,0.0239808153477218,0.0231814548361311,12.3525558312655,"High","0",0.944044764188649,2010
"19","327","Hope Valley","2010-11",4974.33,0.562942008486563,707,"0","K-5","City",0.00140449438202247,0.0379213483146067,0.335674157303371,0.297752808988764,0.00702247191011236,0.289325842696629,0.0308988764044944,7.03582743988685,"Elementary","0",0.633426966292135,2010
"20","328","Holt","2010-11",3781.41,0.888888888888889,576,"0","K-5","City",0.00166666666666667,0.0216666666666667,0.446666666666667,0.415,0.00833333333333333,0.07,0.0366666666666667,6.56494791666667,"Elementary","0",0.861666666666667,2010
"21","332","Forestview","2010-11",1598.98,0.537067545304778,607,"0","K-5","City",0.00323624595469256,0.0711974110032362,0.288025889967638,0.244336569579288,0.00647249190938511,0.346278317152104,0.040453074433657,2.63423393739703,"Elementary","0",0.532362459546926,2010
"23","338","Shepard","2010-11",4006.53,0.684331797235023,434,"0","6-8","City",0,0.00919540229885057,0.108045977011494,0.864367816091954,0,0.0114942528735632,0.00689655172413793,9.23163594470046,"Middle","0",0.972413793103448,2010
"24","339","Lakewood Elementary","2010-11",1443.1,0.978021978021978,455,"0","K-5","City",0,0.0276008492569002,0.464968152866242,0.450106157112527,0,0.0467091295116773,0.0106157112526539,3.17164835164835,"Elementary","1",0.915074309978769,2010
"25","340","Little River","2010-11",2150.84,0.33596214511041,634,"0","K-5","City",0.0124223602484472,0.0124223602484472,0.0745341614906832,0.357142857142857,0.0031055900621118,0.535714285714286,0.0046583850931677,3.39249211356467,"Elementary","0",0.43167701863354,2010
"26","341","Lakeview","2010-11",5220.34,1,149,"0","6-12","City",0.00662251655629139,0,0.0596026490066225,0.847682119205298,0,0.0728476821192053,0.0132450331125828,35.0358389261745,"High","1",0.907284768211921,2010
"27","342","Lakewood Middle","2010-11",1020.1,0.507692307692308,65,"0","K-5","City",0,0.0153846153846154,0.292307692307692,0.338461538461538,0,0.323076923076923,0.0307692307692308,15.6938461538462,"Middle","0",0.630769230769231,2010
"29","344","Fayetteville Street","2010-11",2159.77,0.983388704318937,301,"0","K-5","City",0,0,0.187290969899666,0.795986622073579,0,0.0167224080267559,0,7.17531561461794,"Elementary","1",0.983277591973244,2010
"30","346","Lowe's Grove","2010-11",2526.34,0.795731707317073,656,"0","6-8","City",0,0.025,0.2125,0.6640625,0.0015625,0.0765625,0.0203125,3.85112804878049,"Middle","0",0.8765625,2010
"31","347","George Watts","2010-11",1145.3,0.634730538922156,334,"0","K-5","City",0.00256410256410256,0.00769230769230769,0.4,0.18974358974359,0.00256410256410256,0.317948717948718,0.0794871794871795,3.42904191616766,"Elementary","0",0.58974358974359,2010
"32","348","Mangum","2010-11",1907.68,0.31198347107438,484,"0","K-5","Rural",0.00411522633744856,0.00617283950617284,0.0679012345679012,0.179012345679012,0,0.709876543209877,0.0329218106995885,3.94148760330579,"Elementary","0",0.246913580246914,2010
"33","352","Merrick Moore","2010-11",14009.16,0.963450292397661,684,"0","K-5","City",0.00141643059490085,0.00708215297450425,0.444759206798867,0.495750708215297,0,0.0396600566572238,0.0113314447592068,20.4812280701754,"Elementary","1",0.940509915014164,2010
"35","354","Morehead","2010-11",383.52,0.388349514563107,206,"0","K-5","City",0.00819672131147541,0.0245901639344262,0.188524590163934,0.348360655737705,0,0.385245901639344,0.0450819672131148,1.86174757281553,"Elementary","0",0.536885245901639,2010
"36","355","Neal","2010-11",9068.58,0.968280467445743,599,"0","6-8","Rural",0,0.00161812297734628,0.247572815533981,0.671521035598705,0,0.0550161812297735,0.0242718446601942,15.1395325542571,"Middle","0",0.919093851132686,2010
"37","356","Northern","2010-11",5401.31,0.492371705963939,1442,"0","9-12","Suburb",0.00606469002695418,0.0107816711590297,0.126010781671159,0.553234501347709,0,0.278975741239892,0.0249326145552561,3.74570735090153,"High","0",0.679245283018868,2010
"38","360","Oak Grove","2010-11",2868.07,0.754098360655738,549,"0","K-5","Suburb",0,0.0036101083032491,0.227436823104693,0.662454873646209,0,0.0703971119133574,0.036101083032491,5.22417122040073,"Elementary","0",0.889891696750903,2010
"39","362","Parkwood","2010-11",1842.45,0.682034976152623,629,"0","K-5","City",0.00489396411092985,0.065252854812398,0.199021207177814,0.497553017944535,0,0.184339314845024,0.0489396411092985,2.929173290938,"Elementary","0",0.696574225122349,2010
"40","363","E K Powe","2010-11",558.3,0.791208791208791,364,"0","K-5","City",0,0.00531914893617021,0.351063829787234,0.425531914893617,0,0.178191489361702,0.0398936170212766,1.53379120879121,"Elementary","0",0.776595744680851,2010
"41","364","Pearsontown","2010-11",6858.41,0.347107438016529,847,"0","K-5","City",0.00455580865603645,0.0444191343963554,0.082004555808656,0.625284738041002,0,0.201594533029613,0.0421412300683371,8.09729634002361,"Elementary","0",0.707289293849658,2010
"42","365","Riverside","2010-11",8439.86,0.444505494505494,1820,"0","9-12","City",0.00159489633173844,0.0127591706539075,0.166932482721956,0.431153641679957,0.000531632110579479,0.373205741626794,0.0138224348750665,4.63728571428571,"High","0",0.598086124401914,2010
"43","366","Githens","2010-11",17236.79,0.683995922528033,981,"0","6-8","City",0.00520833333333333,0.0364583333333333,0.228125,0.501041666666667,0.009375,0.1875,0.0322916666666667,17.5706320081549,"Middle","0",0.729166666666667,2010
"44","367","R N Harris","2010-11",5331.77,0.890080428954424,373,"0","K-5","City",0.00255102040816327,0.00510204081632653,0.255102040816327,0.688775510204082,0,0.0102040816326531,0.038265306122449,14.2942895442359,"Elementary","1",0.943877551020408,2010
"45","368","Southern","2010-11",1843.48,0.690873405299313,1019,"0","9-12","City",0.00382043935052531,0.00191021967526266,0.202483285577841,0.722063037249284,0.00191021967526266,0.0506208213944604,0.0171919770773639,1.80910696761531,"High","0",0.924546322827125,2010
"47","370","Rogers Herr","2010-11",6810.77,0.435534591194969,636,"0","6-8","City",0,0.0373831775700935,0.161993769470405,0.598130841121495,0,0.177570093457944,0.0249221183800623,10.7087578616352,"Middle","0",0.7601246105919,2010
"48","372","Southwest","2010-11",4213.35,0.637305699481865,579,"0","K-5","City",0.00661157024793388,0.0578512396694215,0.176859504132231,0.558677685950413,0.00165289256198347,0.166942148760331,0.031404958677686,7.27694300518135,"Elementary","0",0.735537190082645,2010
"49","374","C C Spaulding","2010-11",1323.03,1,261,"0","K-5","City",0,0.0293040293040293,0.102564102564103,0.846153846153846,0,0.010989010989011,0.010989010989011,5.06908045977011,"Elementary","1",0.948717948717949,2010
"50","376","Spring Valley","2010-11",1459.7,0.710884353741497,588,"0","K-5","Rural",0.00326797385620915,0.00163398692810458,0.238562091503268,0.555555555555556,0.00163398692810458,0.166666666666667,0.0326797385620915,2.48248299319728,"Elementary","0",0.794117647058824,2010
"51","388","W G Pearson Elementary","2010-11",3525.73,0.792663476874003,627,"0","K-5","City",0,0.0162074554294976,0.204213938411669,0.687196110210697,0,0.0518638573743922,0.0405186385737439,5.62317384370016,"Elementary","1",0.891410048622366,2010
"53","400","Y E Smith","2010-11",5515.88,1,360,"0","K-5","City",0,0,0.362359550561798,0.595505617977528,0,0.0308988764044944,0.0112359550561798,15.3218888888889,"Elementary","1",0.957865168539326,2010
"55","701","Hillside New Tech","2010-11",4236.79,0.592261904761905,336,"0","9-11","City",0.0029585798816568,0.00591715976331361,0.0473372781065089,0.884615384615385,0,0.029585798816568,0.029585798816568,12.609494047619,"Middle","0",0.931952662721893,2010
"56","304","Bethesda","2011-12",1542.9,0.868715083798883,716,"0","K-5","City",0.00284495021337127,0.0241820768136558,0.321479374110953,0.553342816500711,0,0.0739687055476529,0.0241820768136558,2.15488826815642,"Elementary","1",0.874822190611664,2011
"57","306","Brogden","2011-12",918.12,0.680473372781065,676,"0","6-8","City",0,0.0103550295857988,0.227810650887574,0.489644970414201,0.0014792899408284,0.238165680473373,0.0325443786982249,1.35816568047337,"Middle","0",0.717455621301775,2011
"58","308","Burton","2011-12",2737.82,0.913649025069638,359,"0","K-5","City",0.00248756218905473,0.00248756218905473,0.504975124378109,0.445273631840796,0,0.0298507462686567,0.0149253731343284,7.62623955431755,"Elementary","1",0.950248756218905,2011
"59","309","Early College","2011-12",301.5,0.536231884057971,345,"0","9-12","City",0,0.02,0.148571428571429,0.768571428571429,0.00285714285714286,0.0314285714285714,0.0285714285714286,0.873913043478261,"High","0",0.917142857142857,2011
"60","310","Eastway","2011-12",1618.2,0.979323308270677,532,"0","K-5","City",0.00173611111111111,0.00173611111111111,0.451388888888889,0.5,0.00173611111111111,0.0190972222222222,0.0243055555555556,3.04172932330827,"Elementary","1",0.951388888888889,2011
"61","312","Jordan","2011-12",2456.75,0.342677345537757,1748,"0","9-12","City",0.00558347292015634,0.0491345616973758,0.170295924064768,0.364042434394193,0.00279173646007817,0.371859296482412,0.0362925739810162,1.40546338672769,"High","0",0.534338358458961,2011
"62","313","Easley","2011-12",3428.33,0.212173913043478,575,"0","K-6","City",0,0.0503472222222222,0.0868055555555556,0.184027777777778,0,0.657986111111111,0.0208333333333333,5.96231304347826,"Elementary","0",0.270833333333333,2011
"63","314","School for Creative Studies","2011-12",1656.51,0.897651006711409,596,"0","6-8","Rural",0.00350262697022767,0.00875656742556918,0.308231173380035,0.569176882661997,0,0.0875656742556918,0.0227670753064799,2.77937919463087,"Middle","0",0.877408056042032,2011
"64","315","Eno Valley","2011-12",879.59,0.853146853146853,572,"0","K-5","City",0.00512820512820513,0.0273504273504274,0.136752136752137,0.71965811965812,0,0.0769230769230769,0.0341880341880342,1.53774475524476,"Elementary","1",0.856410256410256,2011
"65","316","Carrington","2011-12",1499.83,0.530744336569579,1236,"0","6-8","City",0.00560897435897436,0.0296474358974359,0.170673076923077,0.451121794871795,0.000801282051282051,0.3125,0.0296474358974359,1.21345469255663,"Middle","0",0.621794871794872,2011
"66","317","City of Medicine","2011-12",378.51,0.558620689655172,290,"0","9-12","City",0.00680272108843537,0.054421768707483,0.13265306122449,0.697278911564626,0.00340136054421769,0.0782312925170068,0.0272108843537415,1.30520689655172,"High","0",0.829931972789116,2011
"67","318","Club","2011-12",360.36,0.621457489878543,494,"0","K-5","City",0,0.00399201596806387,0.335329341317365,0.321357285429142,0.00199600798403194,0.291417165668663,0.0459081836327345,0.729473684210526,"Elementary","0",0.656686626746507,2011
"68","319","Creekside","2011-12",651.45,0.438997821350763,918,"0","K-5","Suburb",0.00981461286804798,0.0708833151581243,0.250817884405671,0.250817884405671,0,0.380588876772083,0.0370774263904035,0.709640522875817,"Elementary","0",0.501635768811341,2011
"69","320","Glenn","2011-12",1831.95,0.93968253968254,630,"0","K-5","Suburb",0.00318471337579618,0.00636942675159236,0.426751592356688,0.514331210191083,0,0.0254777070063694,0.0238853503184713,2.90785714285714,"Elementary","1",0.941082802547771,2011
"70","322","Performance Learning Center","2011-12",1384.45,0.72108843537415,147,"0","9-12","City",0.0133333333333333,0.0133333333333333,0.166666666666667,0.72,0,0.0733333333333333,0.0133333333333333,9.41802721088435,"High","0",0.886666666666667,2011
"71","323","Durham School of the Arts","2011-12",1207.74,0.415601882985878,1487,"0","6-12","City",0.0026578073089701,0.0325581395348837,0.174086378737542,0.409302325581395,0.00132890365448505,0.338205980066445,0.0418604651162791,0.812199058507061,"High","0",0.583388704318937,2011
"72","324","Hillandale","2011-12",985.38,0.601255886970173,637,"0","K-5","City",0.00448430493273543,0.0373692077727952,0.221225710014948,0.34678624813154,0.00597907324364723,0.34678624813154,0.0373692077727952,1.54690737833595,"Elementary","0",0.568011958146487,2011
"73","325","Hillside","2011-12",1566.51,0.672839506172839,1296,"0","9-12","City",0.00150829562594268,0.00603318250377074,0.111613876319759,0.832579185520362,0,0.0271493212669683,0.0211161387631976,1.20872685185185,"High","0",0.944193061840121,2011
"74","327","Hope Valley","2011-12",3211.11,0.572280178837556,671,"0","K-5","City",0.00147492625368732,0.0324483775811209,0.336283185840708,0.297935103244838,0.00442477876106195,0.29646017699115,0.0309734513274336,4.78555886736215,"Elementary","0",0.634218289085546,2011
"75","328","Holt","2011-12",177.95,0.949514563106796,515,"0","K-6","City",0.00548446069469835,0.0127970749542962,0.488117001828154,0.405850091407678,0.0036563071297989,0.0676416819012797,0.0164533820840951,0.345533980582524,"Elementary","0",0.893967093235832,2011
"76","332","Forestview","2011-12",1267.32,0.566615620214395,653,"0","K-5","City",0.00149476831091181,0.0672645739910314,0.345291479820628,0.224215246636771,0.00448430493273543,0.322869955156951,0.0343796711509716,1.94076569678407,"Elementary","0",0.569506726457399,2011
"78","338","Shepard","2011-12",1238.97,0.701431492842536,489,"0","6-8","City",0,0.00201612903225806,0.151209677419355,0.824596774193548,0,0.0161290322580645,0.00604838709677419,2.53368098159509,"Middle","0",0.975806451612903,2011
"79","339","Lakewood Elementary","2011-12",296.42,1,483,"0","K-5","City",0,0.031496062992126,0.423228346456693,0.484251968503937,0.0078740157480315,0.0354330708661417,0.0177165354330709,0.613706004140787,"Elementary","1",0.90748031496063,2011
"80","340","Little River","2011-12",363.62,0.357285429141717,501,"0","K-5","City",0.0119760479041916,0.0179640718562874,0.0958083832335329,0.313373253493014,0.00199600798403194,0.550898203592814,0.00798403193612774,0.725788423153693,"Elementary","0",0.409181636726547,2011
"81","341","Lakeview","2011-12",3656.88,1,116,"0","6-12","City",0.00833333333333333,0,0.108333333333333,0.808333333333333,0,0.0666666666666667,0.00833333333333333,31.5248275862069,"High","1",0.916666666666667,2011
"82","342","Lakewood Middle","2011-12",330.25,0.519553072625698,179,"0","6-7","City",0,0.0220994475138122,0.259668508287293,0.43646408839779,0,0.248618784530387,0.0331491712707182,1.84497206703911,"Middle","0",0.696132596685083,2011
"84","344","Fayetteville Street","2011-12",841.88,0.944805194805195,308,"0","K-5","City",0,0,0.15210355987055,0.83495145631068,0,0.0129449838187702,0,2.73337662337662,"Elementary","1",0.98705501618123,2011
"85","346","Lowe's Grove","2011-12",1201.38,0.845070422535211,639,"0","6-8","City",0,0.015600624024961,0.223088923556942,0.678627145085803,0,0.0639625585023401,0.0187207488299532,1.88009389671362,"Middle","0",0.901716068642746,2011
"86","347","George Watts","2011-12",471.65,0.621538461538461,325,"0","K-5","City",0,0.0118483412322275,0.348341232227488,0.175355450236967,0.0023696682464455,0.386255924170616,0.0758293838862559,1.45123076923077,"Elementary","0",0.523696682464455,2011
"87","348","Mangum","2011-12",933.62,0.276497695852535,434,"0","K-5","Rural",0,0.0112612612612613,0.0563063063063063,0.132882882882883,0,0.768018018018018,0.0315315315315315,2.15119815668203,"Elementary","0",0.189189189189189,2011
"88","352","Merrick Moore","2011-12",20546.43,0.968421052631579,665,"0","K-5","City",0.00296296296296296,0.00444444444444444,0.453333333333333,0.499259259259259,0,0.0311111111111111,0.00888888888888889,30.8968872180451,"Elementary","1",0.952592592592593,2011
"90","354","Morehead","2011-12",285.5,0.378504672897196,214,"0","K-5","City",0.00684931506849315,0.0171232876712329,0.181506849315068,0.301369863013699,0,0.431506849315068,0.0616438356164384,1.33411214953271,"Elementary","0",0.482876712328767,2011
"91","355","Neal","2011-12",13574.29,0.858536585365854,615,"0","6-8","Rural",0.00162074554294976,0.00324149108589951,0.270664505672609,0.638573743922204,0,0.053484602917342,0.0324149108589951,22.0720162601626,"Middle","0",0.909238249594814,2011
"92","356","Northern","2011-12",1913.96,0.533185840707965,1356,"0","9-12","Suburb",0.00843881856540084,0.0119549929676512,0.142053445850914,0.556258790436006,0,0.255274261603376,0.0260196905766526,1.41147492625369,"High","0",0.69831223628692,2011
"93","360","Oak Grove","2011-12",1432.23,0.857685009487666,527,"0","K-5","Suburb",0.00366300366300366,0.00183150183150183,0.236263736263736,0.657509157509158,0.00183150183150183,0.0622710622710623,0.0366300366300366,2.71770398481973,"Elementary","0",0.893772893772894,2011
"94","362","Parkwood","2011-12",1074.95,0.662847790507365,611,"0","K-5","City",0.00326797385620915,0.0686274509803922,0.194444444444444,0.486928104575163,0.00326797385620915,0.189542483660131,0.053921568627451,1.75932896890344,"Elementary","0",0.681372549019608,2011
"95","363","E K Powe","2011-12",456.08,0.759791122715405,383,"0","K-5","City",0.0107816711590297,0.00808625336927224,0.412398921832884,0.309973045822102,0.00269541778975741,0.226415094339623,0.0296495956873315,1.19080939947781,"Elementary","0",0.722371967654987,2011
"96","364","Pearsontown","2011-12",1212.74,0.367205542725173,866,"0","K-5","City",0.0022271714922049,0.0400890868596882,0.102449888641425,0.570155902004454,0,0.239420935412027,0.0456570155902004,1.40039260969977,"Elementary","0",0.67260579064588,2011
"97","365","Riverside","2011-12",1202.99,0.49514008004574,1749,"0","9-12","City",0.00165837479270315,0.0143725815367606,0.180210060807076,0.444997236042012,0.000552791597567717,0.338308457711443,0.0199004975124378,0.687815894797027,"High","0",0.625207296849088,2011
"98","366","Githens","2011-12",8670.77,0.676288659793814,970,"0","6-8","City",0.00628272251308901,0.043979057591623,0.219895287958115,0.493193717277487,0.00418848167539267,0.204188481675393,0.0282722513089005,8.9389381443299,"Middle","0",0.713089005235602,2011
"99","367","R N Harris","2011-12",3190.91,0.868493150684931,365,"0","K-5","City",0,0.00519480519480519,0.272727272727273,0.677922077922078,0,0.00779220779220779,0.0363636363636364,8.74221917808219,"Elementary","1",0.950649350649351,2011
"100","368","Southern","2011-12",2263.8,0.723446893787575,998,"0","9-12","City",0.00191021967526266,0.00286532951289398,0.224450811843362,0.700095510983763,0.000955109837631328,0.0534861509073543,0.0162368672397326,2.26833667334669,"High","0",0.924546322827125,2011
"101","369","Sandy Ridge","2011-12",1091.01,0.6,575,"0","K-5","Rural",0.00654664484451719,0.0180032733224223,0.157119476268412,0.585924713584288,0,0.191489361702128,0.0409165302782324,1.89740869565217,"Elementary","0",0.7430441898527,2011
"102","370","Rogers Herr","2011-12",1038.78,0.45253164556962,632,"0","6-8","City",0,0.0390015600624025,0.177847113884555,0.589703588143526,0,0.170046801872075,0.0234009360374415,1.64363924050633,"Middle","0",0.767550702028081,2011
"103","372","Southwest","2011-12",2116.21,0.648424543946932,603,"0","K-5","City",0.00477707006369427,0.0557324840764331,0.173566878980892,0.544585987261146,0.00159235668789809,0.181528662420382,0.0382165605095541,3.50946932006633,"Elementary","0",0.718152866242038,2011
"104","374","C C Spaulding","2011-12",649.76,1,222,"0","K-5","City",0,0.0313588850174216,0.24390243902439,0.700348432055749,0,0.0174216027874564,0.00696864111498258,2.92684684684685,"Elementary","1",0.944250871080139,2011
"105","376","Spring Valley","2011-12",354.75,0.740740740740741,540,"0","K-5","Rural",0.00355239786856128,0.00177619893428064,0.255772646536412,0.573712255772647,0.00177619893428064,0.13854351687389,0.024866785079929,0.656944444444444,"Elementary","0",0.829484902309059,2011
"106","388","W G Pearson Elementary","2011-12",602.06,0.832167832167832,572,"0","K-5","City",0.00175438596491228,0.0105263157894737,0.240350877192982,0.680701754385965,0,0.0368421052631579,0.0298245614035088,1.05255244755245,"Elementary","1",0.921052631578947,2011
"108","400","Y E Smith","2011-12",10247.63,0.981538461538462,325,"0","K-6","City",0,0.00307692307692308,0.433846153846154,0.510769230769231,0,0.0338461538461538,0.0184615384615385,31.5311692307692,"Elementary","1",0.944615384615385,2011
"110","701","Hillside New Tech","2011-12",245.65,0.534883720930233,344,"0","9-12","City",0,0.00859598853868195,0.0687679083094556,0.853868194842407,0,0.0372492836676218,0.0315186246418338,0.714098837209302,"Middle","0",0.922636103151862,2011
